Date,District 1,District 2,District 3,District 4,District 5,District 6,District 7,District 8,District 9
11/21/2017,125.27,42.41,100.84,71.59,121.57,56.61,50.93,55.25,32.75
11/22/2017,127.62,45.59,98.97,70.81,119.41,60.29,51.78,53.66,28.74
11/23/2017,126.27,45.88,98.06,70.8,119.24,59.24,49.36,54.97,32.3
11/24/2017,127.07,42.46,100.07,68.02,121.04,59.97,47.51,53.08,31.18
11/25/2017,127.46,43.4,98.92,69.64,119.9,58.06,47.95,53.26,31.98
11/26/2017,127.46,43.4,98.92,69.64,119.9,58.06,47.95,53.26,31.98
11/27/2017,127.84,44.33,97.77,71.26,118.76,56.15,48.38,53.43,32.77
11/28/2017,129.1,41.86,97.03,69.39,119.66,56.21,48.28,51.32,32.93
11/29/2017,126.66,41.46,97.46,70.57,119.17,58.76,47.77,53.1,29.78
11/30/2017,125.7,42.92,101.02,71.33,121.14,60.38,47.37,54.57,29.49
12/01/2017,116.69,45.94,103.66,66.88,125.21,60.11,51.77,56.21,30.26
12/02/2017,117.29,45.53,103.19,66.39,125.26,59.65,50.42,57.1,31.14
12/03/2017,117.29,45.53,103.19,66.39,125.26,59.65,50.42,57.1,31.14
12/04/2017,117.88,45.11,102.71,65.9,125.3,59.18,49.06,57.99,32.02
12/05/2017,114.18,45.78,103.8,64.08,126.66,58.62,53.72,58.75,32.63
12/06/2017,117.38,44.5,104.12,64.6,126.46,58.73,51.89,54.33,32.13
12/07/2017,118.85,45.95,103.96,66.94,125.78,58.97,51.82,54.25,29.28
12/08/2017,118.29,44.75,104.69,66.8,126.63,59.95,52.2,57.53,31.63
12/09/2017,117.5,44.37,103.07,67.26,126.85,61.42,52.33,56.17,29.84
12/10/2017,117.5,44.37,103.07,67.26,126.85,61.42,52.33,56.17,29.84
12/11/2017,116.71,43.98,101.45,67.71,127.07,62.88,52.46,54.81,28.04
12/12/2017,116.26,45.79,104.55,65.83,126.25,58.62,50,54.2,28.94
12/13/2017,116.03,46.71,104.03,67.11,125.37,61.13,52.49,54.97,30.37
12/14/2017,116.06,46.17,105.63,67.37,124.96,59.65,49.76,57.01,29.2
12/15/2017,117.96,44.5,105.4,68.24,123.28,62.61,51.33,57.56,29.77
12/16/2017,117.1,45.1,103.85,66.54,124.21,61.85,50.25,57.37,31.19
12/17/2017,117.1,45.1,103.85,66.54,124.21,61.85,50.25,57.37,31.19
12/18/2017,116.24,45.7,102.29,64.83,125.13,61.09,49.16,57.17,32.61
12/19/2017,114.22,47.95,103.14,67.44,127.34,60.03,51.22,55.8,30.19
12/20/2017,118,43.64,103.88,64.48,125.87,60.2,52.51,58.39,31.95
12/21/2017,116.11,46.28,104.83,68.09,127.49,58.15,51.93,54.27,31.91
12/22/2017,117.2,47.51,104.42,65.34,125.96,60.85,50.85,56.44,28.14
12/23/2017,117.28,46.1,104.1,65.02,124.65,60.78,50.04,57.09,29.58
12/24/2017,117.28,46.1,104.1,65.02,124.65,60.78,50.04,57.09,29.58
12/25/2017,117.35,44.68,103.78,64.7,123.33,60.71,49.23,57.74,31.02
12/26/2017,118.2,46.25,101.26,68.38,124.53,59.46,50.76,54.62,29.95
12/27/2017,117.05,43.26,101.97,64.49,123.5,59.21,50.47,55.02,30.6
12/28/2017,118.61,45.61,105.25,67,126.18,58.56,50.21,58.27,29.82
12/29/2017,118.92,46.02,103.83,66.08,126.76,61.29,52.14,58.58,28.4
12/30/2017,121.54,42.97,100.09,63.97,108.03,62.88,52.76,58.84,29.88
12/31/2017,121.54,42.97,100.09,63.97,108.03,62.88,52.76,58.84,29.88
01/01/2018,121.54,42.97,100.09,63.97,108.03,62.88,52.76,58.84,29.88
01/02/2018,124.15,39.91,96.35,61.86,89.3,64.47,53.37,59.09,31.35
01/03/2018,123.67,41.67,98.5,60.22,91.48,62.37,51.65,61.03,29.67
01/04/2018,125.44,37.67,97.35,63.95,87.75,65.23,51.58,58.93,33
01/05/2018,123.15,38.26,97.58,63.42,90.09,62.98,51.33,57.82,30.6
01/06/2018,124.28,38.59,97.73,63.58,90.64,64.41,53.53,58.85,29.89
01/07/2018,124.28,38.59,97.73,63.58,90.64,64.41,53.53,58.85,29.89
01/08/2018,125.4,38.92,97.88,63.73,91.18,65.83,55.72,59.87,29.17
01/09/2018,125.99,40.69,96.25,60.72,89.27,65.5,53.31,58.81,32
01/10/2018,122.9,40.6,95.52,63.78,90.58,66.96,53.37,57.42,29.31
01/11/2018,125.88,38.89,96.05,63.45,87.14,64.99,55.98,58.57,33.44
01/12/2018,124.47,38.83,97.16,63.8,87.06,64.46,53.39,59.52,32.14
01/13/2018,124.64,39.57,97.71,62.38,88.95,65.31,52.3,58.66,31.23
01/14/2018,124.64,39.57,97.71,62.38,88.95,65.31,52.3,58.66,31.23
01/15/2018,124.81,40.3,98.25,60.95,90.83,66.16,51.2,57.79,30.31
01/16/2018,123.62,39.75,97.39,60.33,87.99,62.28,55.01,60.22,33.08
01/17/2018,124.21,37.49,95.46,63.06,91.58,65.4,55.6,58.46,31.66
01/18/2018,123.35,38.84,96.42,61.72,89.9,65.06,52.44,57.92,32.76
01/19/2018,123.19,38.26,97.08,62.39,90.16,66.69,53.03,59.29,33.67
01/20/2018,122.7,39.59,97.23,62.92,90.4,64.83,53.71,60.02,32.49
01/21/2018,122.7,39.59,97.23,62.92,90.4,64.83,53.71,60.02,32.49
01/22/2018,122.21,40.91,97.37,63.45,90.64,62.96,54.38,60.74,31.31
01/23/2018,122.81,40.01,97.97,60.09,89.87,64.01,52.64,60.58,30.53
01/24/2018,122.31,39.54,96.84,63.37,87.24,62.07,51.26,59.6,32.78
01/25/2018,123.16,40.56,98.33,61.58,90.58,64.23,52.02,57.79,29.58
01/26/2018,126.99,40.53,94.07,61.69,89.64,63.61,52.98,60.7,31.73
01/27/2018,124.58,40.43,96.43,61.77,90.39,63.06,53.81,60.56,32.36
01/28/2018,124.58,40.43,96.43,61.77,90.39,63.06,53.81,60.56,32.36
01/29/2018,122.17,40.32,98.79,61.84,91.14,62.5,54.63,60.41,32.98
01/30/2018,123.67,39.85,95.69,62.55,89.76,62.2,53.78,59.76,32.01
01/31/2018,126.5,40.22,94.22,62.18,87.17,63.18,51.22,59.27,30.06
02/01/2018,121.91,39.71,102.75,61.17,81.21,66.98,50.13,57.16,29.56
02/02/2018,121.93,41.27,101.24,61.47,80.26,66.44,48.28,56.22,28.07
02/03/2018,121.55,39.23,101.79,61.21,81.81,65.78,48.19,57.32,29.8
02/04/2018,121.55,39.23,101.79,61.21,81.81,65.78,48.19,57.32,29.8
02/05/2018,121.16,37.19,102.34,60.94,83.35,65.12,48.09,58.41,31.53
02/06/2018,119.54,41.41,100.73,62.16,83.6,64.47,51.71,58.28,31.95
02/07/2018,119.91,41.43,104.17,61.65,80.94,64.98,49.12,57.26,30.22
02/08/2018,119.17,38.94,103.78,63.47,83.71,65.93,52.56,59.62,27.38
02/09/2018,120.4,38.7,101.47,63.5,83.73,68.47,48.65,58.59,31.7
02/10/2018,121.12,39.08,101.13,62.42,81.94,67.66,50.06,58.31,30.64
02/11/2018,121.12,39.08,101.13,62.42,81.94,67.66,50.06,58.31,30.64
02/12/2018,121.83,39.45,100.79,61.33,80.15,66.84,51.46,58.03,29.58
02/13/2018,121.38,38.56,100.42,60.41,82.68,64.08,50.53,59.51,27.33
02/14/2018,121.45,39.77,103.58,59.39,80.76,65.16,50.65,57.37,28.23
02/15/2018,122.02,39.85,103.78,59.66,80.39,66.81,51.67,56.31,29.87
02/16/2018,122.02,39.85,103.78,59.66,80.39,66.81,51.67,56.31,29.87
02/17/2018,122.02,39.85,103.78,59.66,80.39,66.81,51.67,56.31,29.87
02/18/2018,122.02,39.85,103.78,59.66,80.39,66.81,51.67,56.31,29.87
02/19/2018,122.02,39.85,103.78,59.66,80.39,66.81,51.67,56.31,29.87
02/20/2018,122.02,39.85,103.78,59.66,80.39,66.81,51.67,56.31,29.87
02/21/2018,122.02,39.85,103.78,59.66,80.39,66.81,51.67,56.31,29.87
02/22/2018,122.58,39.92,103.97,59.93,80.01,68.45,52.68,55.24,31.51
02/23/2018,119.14,39.53,100.94,62.41,83.82,68.19,49.81,55.71,28.93
02/24/2018,119.21,38.77,101.12,61.05,82.26,66.28,49.66,56.84,29.49
02/25/2018,119.21,38.77,101.12,61.05,82.26,66.28,49.66,56.84,29.49
02/26/2018,119.27,38.01,101.29,59.68,80.7,64.36,49.5,57.96,30.05
02/27/2018,121.2,39.33,102.62,60.98,80.91,67.13,48.36,57.51,30.25
02/28/2018,123.65,39.98,101.85,63.62,82.02,66.68,48.8,59.51,29.85
03/01/2018,113.96,45.86,106.6,64.57,99.29,65.85,53.77,54.62,34.6
03/02/2018,114.96,44.44,105.65,66.55,97.25,63.38,52.26,56.71,33.81
03/03/2018,113.75,45.41,106.37,66.4,99,64.22,52.01,55.18,34.65
03/04/2018,113.75,45.41,106.37,66.4,99,64.22,52.01,55.18,34.65
03/05/2018,112.54,46.38,107.09,66.25,100.75,65.06,51.76,53.64,35.49
03/06/2018,112.74,43.61,106.83,65.89,99.57,64.58,54.9,56.14,32.48
03/07/2018,112.68,43.19,108.57,62.06,98.56,65.34,54.1,53.97,36.06
03/08/2018,115.48,46.43,106.8,65.18,98.7,65.83,53.48,53.56,32.96
03/09/2018,115.38,44.45,108.92,64.3,97.91,67.24,53.56,55.21,34.78
03/10/2018,114.86,44.57,106.87,65.47,97.91,66.5,54.29,55.99,34.27
03/11/2018,114.86,44.57,106.87,65.47,97.91,66.5,54.29,55.99,34.27
03/12/2018,114.33,44.69,104.82,66.63,97.9,65.75,55.02,56.77,33.75
03/13/2018,111.83,46.12,107.66,63.66,101.37,66.9,53.64,54.66,34.6
03/14/2018,115.11,45.77,106.62,64.21,100.62,64.39,53.49,56.54,33.4
03/15/2018,114.83,45.71,105.45,66.58,100.3,67.45,51.29,54.9,32.11
03/16/2018,114.2,47.83,104.19,63.88,100.83,66.76,53.28,53.14,34.82
03/17/2018,112.84,47.18,105.65,64.29,100.81,66.19,54.49,54.25,35.29
03/18/2018,112.84,47.18,105.65,64.29,100.81,66.19,54.49,54.25,35.29
03/19/2018,111.47,46.53,107.11,64.7,100.79,65.62,55.69,55.36,35.75
03/20/2018,111.12,47.27,105.77,65.49,101.94,64.72,53.12,53.85,35.85
03/21/2018,111.92,43.23,105.95,64.04,100.24,66.37,52.68,53.77,34.95
03/22/2018,111.41,43.41,107.06,66.45,101.22,64.14,52.02,52.98,33.4
03/23/2018,114.25,47.92,108.29,66.19,101.82,63.03,55.93,53.96,33.29
03/24/2018,114.13,47.09,108.19,65.35,101.79,63.62,54.66,55.17,33.61
03/25/2018,114.13,47.09,108.19,65.35,101.79,63.62,54.66,55.17,33.61
03/26/2018,114,46.25,108.08,64.5,101.76,64.2,53.39,56.37,33.93
03/27/2018,112.65,44.98,104.48,63.28,101.16,63.11,51.47,54.17,32.58
03/28/2018,113.2,43.17,108.34,63.01,97.33,67.92,54.76,54.75,35.46
03/29/2018,114.62,44.76,108.66,64.08,97.64,67.55,53.01,56.57,33.64
03/30/2018,113.96,46.49,104.26,65.94,99.99,67.21,52.01,52.8,33.46
03/31/2018,112.94,47.79,105.54,62.85,97.48,63.86,53.6,52.53,33.1
04/01/2018,120.47,48.66,107,68.45,105.37,66.91,54.11,54.05,33.99
04/02/2018,126.98,50.82,109.74,70.96,110.75,66.6,56.2,55.3,34.52
04/03/2018,127.42,50.98,107.44,71.81,111.01,68.08,58.97,56.86,32.59
04/04/2018,126.78,50.79,108.17,72.98,108.52,65.05,56.31,55.01,33.24
04/05/2018,124.95,49.44,107.37,68.34,110.61,67.24,55.15,57.02,35.95
04/06/2018,127.43,51.87,109.09,71.16,109.82,68.51,58.82,56.38,36.61
04/07/2018,127.72,51.15,108.27,71.6,110.46,68.29,56.51,55.35,34.82
04/08/2018,127.72,51.15,108.27,71.6,110.46,68.29,56.51,55.35,34.82
04/09/2018,128.01,50.43,107.44,72.04,111.09,68.06,54.2,54.31,33.02
04/10/2018,126.05,51.68,109.77,72.68,110.19,67.09,58.67,56.58,36.67
04/11/2018,126.22,48.08,111.61,70.63,110.02,65.55,58.18,57.28,36.1
04/12/2018,125.48,48.68,109.87,69.49,108.08,66.7,58.17,56.13,36.67
04/13/2018,126.46,48.25,110.32,68.94,109.6,67.21,54.06,53.84,32.69
04/14/2018,126.13,49.34,109.2,70.28,109.2,67.8,54.23,55.87,33.92
04/15/2018,126.13,49.34,109.2,70.28,109.2,67.8,54.23,55.87,33.92
04/16/2018,125.79,50.42,108.07,71.62,108.79,68.39,54.39,57.89,35.15
04/17/2018,126.53,49.43,107.8,70.11,110.95,65.15,58.57,54.1,36.78
04/18/2018,125,48.52,107.02,72.1,111.25,66.25,54.48,56.5,32.52
04/19/2018,126.92,49.52,108.33,70.7,110.44,66.48,58.77,54.21,32.01
04/20/2018,127.07,50.05,108.49,71.41,111.34,66.2,56.97,56.42,36.78
04/21/2018,125.99,51.5,108.13,70.05,110.55,67.23,57.09,55.87,35.25
04/22/2018,125.99,51.5,108.13,70.05,110.55,67.23,57.09,55.87,35.25
04/23/2018,124.91,52.94,107.77,68.69,109.75,68.25,57.2,55.32,33.71
04/24/2018,128.17,52.69,107.71,70.83,109.86,65.91,54.21,56.62,34.98
04/25/2018,128.58,52.62,109.78,71.17,108.97,66.11,55.47,55.65,33.59
04/26/2018,128.99,52.54,111.84,71.5,108.08,66.3,56.72,54.68,32.19
04/27/2018,125.48,51.5,109.55,69.8,110.21,65.17,55.7,57.51,34.79
04/28/2018,132.06,50.88,113.67,70.19,114.5,65.49,59.95,59.41,34.6
04/29/2018,132.06,50.88,113.67,70.19,114.5,65.49,59.95,59.41,34.6
04/30/2018,132.06,50.88,113.67,70.19,114.5,65.49,59.95,59.41,34.6
05/01/2018,132.06,50.88,113.67,70.19,114.5,65.49,59.95,59.41,34.6
05/02/2018,138.63,50.26,117.78,70.58,118.79,65.8,64.19,61.31,34.41
05/03/2018,138.71,48.49,115.27,70.14,116.84,67.81,62.29,59.62,33.15
05/04/2018,136.39,48.8,119.22,68.8,118.15,64.82,62.64,61.08,35.29
05/05/2018,137.94,49.06,117.5,70.38,119.44,65.56,63.35,62.04,35.83
05/06/2018,137.94,49.06,117.5,70.38,119.44,65.56,63.35,62.04,35.83
05/07/2018,139.48,49.32,115.77,71.95,120.73,66.3,64.06,62.99,36.37
05/08/2018,139.38,48.18,115.2,68.9,120.82,63.45,65.83,61.39,32.22
05/09/2018,137.46,50.97,115.28,72.69,118.04,65.27,66.67,60.66,33.82
05/10/2018,140.4,52.15,118.24,72.84,117.27,67.46,63.55,62.19,32.53
05/11/2018,138.81,51.64,116.21,69.35,116.99,66.58,63.04,59.04,35.51
05/12/2018,138.72,51.49,117.18,71.03,118.02,66.55,63.05,59.76,34.05
05/13/2018,138.72,51.49,117.18,71.03,118.02,66.55,63.05,59.76,34.05
05/14/2018,138.63,51.34,118.15,72.71,119.04,66.51,63.06,60.47,32.59
05/15/2018,136.85,51.09,117.27,72.76,119.89,64.26,64.77,63.56,35.03
05/16/2018,138.89,52.64,117.5,71.73,116.36,66.47,65.4,61.87,34.55
05/17/2018,139.2,48.15,118.96,68.68,116.69,65.35,64.22,62.49,36.34
05/18/2018,136.99,50.11,119.72,71.24,116.86,67.53,65.53,59.7,33.96
05/19/2018,137.14,51.23,119.41,70.45,117.89,67.21,64.98,60.51,34.11
05/20/2018,137.14,51.23,119.41,70.45,117.89,67.21,64.98,60.51,34.11
05/21/2018,137.29,52.34,119.1,69.66,118.91,66.89,64.43,61.31,34.26
05/22/2018,136.94,49.63,116.8,70,117.86,65.93,62.68,59.01,35.64
05/23/2018,139.76,48.94,119.88,70.03,118.46,64.23,65.69,60.78,32.87
05/24/2018,140.56,51.73,116.04,71.07,116.85,65.59,65.16,59.33,32.07
05/25/2018,137.1,51.84,115.66,69.37,119.12,65.32,63.83,63.22,32.96
05/26/2018,138.03,52.09,115.89,71.05,118.17,64.23,65.35,63.08,33.74
05/27/2018,138.03,52.09,115.89,71.05,118.17,64.23,65.35,63.08,33.74
05/28/2018,138.96,52.34,116.11,72.72,117.21,63.14,66.87,62.93,34.51
05/29/2018,137.19,49.93,118.83,71.6,120.02,66.87,66.6,60.2,34.34
05/30/2018,139.57,49.32,116.14,69.57,120.37,67.65,63.58,59.32,36.37
05/31/2018,140.15,51.99,118.65,68.85,117.39,63.03,62.64,62.74,34.97
06/01/2018,137.3,49.38,120.78,71.66,119.25,67.11,65.3,60.27,34.81
06/02/2018,138.33,48.21,119.51,72.33,119.52,68.19,66.28,60.48,34.57
06/03/2018,138.33,48.21,119.51,72.33,119.52,68.19,66.28,60.48,34.57
06/04/2018,139.36,47.03,118.24,72.99,119.78,69.27,67.26,60.69,34.32
06/05/2018,135.54,50.45,119.85,71.72,117.03,69.98,66.78,58.27,36.03
06/06/2018,139.11,49.4,120.24,69.88,119.55,69.46,63.52,62.2,35.59
06/07/2018,138.78,50,118.53,72.64,117.2,66.48,63.75,58.37,34.71
06/08/2018,137.73,47.07,119.2,72.17,117.25,68.37,63.6,60.23,33.14
06/09/2018,137.25,47.21,119.69,72.59,119.54,68.65,65.19,59.58,33.95
06/10/2018,137.25,47.21,119.69,72.59,119.54,68.65,65.19,59.58,33.95
06/11/2018,136.77,47.34,120.17,73.01,121.82,68.92,66.77,58.93,34.76
06/12/2018,135.8,47.54,121.52,71.36,118.83,66.49,65.64,61.04,34.38
06/13/2018,138.85,50.9,119.97,73.4,119.92,69.63,66.2,58.07,34.91
06/14/2018,135.1,49.82,120.69,73.5,120.7,68.7,64.53,59.13,34.78
06/15/2018,136.67,50.23,118.46,72.25,117.46,69.01,67.05,58.37,34.91
06/16/2018,136.56,49.65,119.32,72.82,119.1,68.64,66.62,59.3,34.01
06/17/2018,136.56,49.65,119.32,72.82,119.1,68.64,66.62,59.3,34.01
06/18/2018,136.45,49.06,120.17,73.39,120.74,68.27,66.19,60.23,33.11
06/19/2018,135,47.44,122.05,70.21,117.44,67.34,63.32,60.3,33.26
06/20/2018,139.32,51.66,121.69,72.41,119.5,66.08,66.15,61.38,34.38
06/21/2018,138.4,48.02,120.68,73.85,117.19,69.59,63.85,62.93,33.13
06/22/2018,136.15,50.03,118.58,71.41,117.11,67.71,65.57,61.79,32.32
06/23/2018,136.63,49.16,118.32,70.79,117.92,67.71,64.9,60.06,32.64
06/24/2018,136.63,49.16,118.32,70.79,117.92,67.71,64.9,60.06,32.64
06/25/2018,137.11,48.28,118.06,70.17,118.72,67.71,64.23,58.32,32.95
06/26/2018,138.46,47.29,120.93,71.71,120.71,67.84,63.73,61.23,36.47
06/27/2018,136.97,48.43,119.73,71.68,120.51,67.15,63.09,62.77,35.86
06/28/2018,136.98,47.32,119.13,70.78,121.47,66.16,67.2,62.95,32.69
06/29/2018,135.13,47.45,118.11,72.46,119.58,66.77,67.87,58.91,34.39
06/30/2018,135.86,49.43,122.48,74.54,126.37,67.87,66.86,60.02,34.43
07/01/2018,135.86,49.43,122.48,74.54,126.37,67.87,66.86,60.02,34.43
07/02/2018,136.58,51.41,126.85,76.61,133.16,68.97,65.85,61.13,34.47
07/03/2018,136.28,49.69,126.78,74.92,133.17,66.8,67.94,63.89,34.71
07/04/2018,134.76,51.23,127.31,74.42,134.9,70.69,64.75,63.7,32.22
07/05/2018,137.17,50,124.1,78.7,131.44,66.19,67.48,59.69,34.35
07/06/2018,135.38,53.88,125.27,78.6,134.73,66.52,65.92,63.23,34.3
07/07/2018,136.84,52.89,126.65,76.58,132.93,66.44,64.83,62.68,33.22
07/08/2018,136.84,52.89,126.65,76.58,132.93,66.44,64.83,62.68,33.22
07/09/2018,138.3,51.9,128.02,74.56,131.13,66.36,63.74,62.12,32.13
07/10/2018,136.64,51.64,128.71,74.48,133.94,67.6,66.2,60.03,32.56
07/11/2018,138.85,49.42,126.04,76.26,133.2,68.08,66.65,60.87,35.61
07/12/2018,137.39,52.52,124.81,77.83,135.03,67.72,64.39,60.11,35.61
07/13/2018,136.47,50.49,128.66,78.8,131.05,70.45,66.39,59.17,36.3
07/14/2018,137.54,50.48,126.43,76.5,133,68.54,64.8,60.21,36.27
07/15/2018,137.54,50.48,126.43,76.5,133,68.54,64.8,60.21,36.27
07/16/2018,138.6,50.47,124.2,74.19,134.95,66.62,63.2,61.24,36.24
07/17/2018,134.29,49.18,124.53,78.02,133.02,66.39,65.49,60.49,32.74
07/18/2018,134.98,53.04,125.26,78.58,131.2,66.58,67.59,60.63,32.23
07/19/2018,138.14,53.58,125.1,76.13,134.66,68.43,66,62.41,32.96
07/20/2018,136.35,52.62,126.96,78.47,132.61,68.34,63.59,62.1,36.96
07/21/2018,135.74,53.24,125.61,77.57,131.85,67.75,64.99,62.33,35.84
07/22/2018,135.74,53.24,125.61,77.57,131.85,67.75,64.99,62.33,35.84
07/23/2018,135.13,53.85,124.25,76.67,131.08,67.16,66.39,62.55,34.71
07/24/2018,134.11,52.77,126.67,75.53,131.16,66.57,64.39,62.85,33.22
07/25/2018,136.21,52.14,127.05,75.29,132.79,70.61,66.24,59.44,35.68
07/26/2018,138.99,52.51,124.41,78.33,135.54,70.48,64.18,63.1,35.3
07/27/2018,137.91,53.78,125.49,77.7,131.27,68.46,65.94,60.49,33.62
07/28/2018,138.43,52.13,125.11,76.88,132.91,68.65,65.86,60.18,33.05
07/29/2018,138.43,52.13,125.11,76.88,132.91,68.65,65.86,60.18,33.05
07/30/2018,138.94,50.48,124.72,76.05,134.55,68.83,65.77,59.86,32.48
07/31/2018,138,52.34,125.5,77.89,135.51,68.45,66.82,60.84,36.92
08/01/2018,139.83,51.47,128.44,78.85,130.26,69.6,68.28,63.3,36.33
08/02/2018,140.17,49.04,130.94,79.5,130.8,70.65,70.86,63.24,38.38
08/03/2018,139.14,49.62,128.88,79.74,129.95,71.22,66.4,62.83,34.91
08/04/2018,139.7,50.35,129.1,77.98,130.75,69.8,66.98,63.33,35.51
08/05/2018,139.7,50.35,129.1,77.98,130.75,69.8,66.98,63.33,35.51
08/06/2018,140.26,51.07,129.31,76.21,131.54,68.37,67.56,63.83,36.11
08/07/2018,138.27,50.23,127.73,77.4,130.47,68.47,67.39,64.85,35.28
08/08/2018,138.71,51.07,130.36,76.65,128.75,68.12,66.38,65.43,36.82
08/09/2018,141,50.4,127.78,77.82,130.36,68.72,66.06,62.71,35.11
08/10/2018,137.62,50.37,127.39,80.14,132.7,68.33,66.17,62.67,35.16
08/11/2018,138.38,50.68,128.88,78.33,130.92,69.14,67.87,63.51,36.42
08/12/2018,138.38,50.68,128.88,78.33,130.92,69.14,67.87,63.51,36.42
08/13/2018,139.13,50.98,130.37,76.52,129.14,69.95,69.56,64.35,37.67
08/14/2018,138.23,53.89,126.44,76.25,130.03,70.74,70.14,61.3,37.1
08/15/2018,140.41,53.11,126.88,80.55,132.24,70.96,70.16,62.57,37.78
08/16/2018,141.81,52.96,129.84,77.9,131.52,69.55,69.51,61.67,38.05
08/17/2018,138.41,49.35,127.72,76.61,132.1,68.89,67.04,64.87,34.28
08/18/2018,139.07,49.56,129.24,78.36,130.5,70.35,67.72,64.11,35.71
08/19/2018,139.07,49.56,129.24,78.36,130.5,70.35,67.72,64.11,35.71
08/20/2018,139.72,49.76,130.76,80.1,128.9,71.8,68.39,63.34,37.14
08/21/2018,138.77,52.26,126.54,79.65,128.34,67.93,67.5,65.84,34.74
08/22/2018,137.63,50.41,127.67,76.83,131.7,67.92,68.89,63.23,37.64
08/23/2018,137.06,52.82,128.32,77.77,130.58,67.25,66.87,64.42,38.88
08/24/2018,139.67,52.39,129.44,80.44,130.33,69.89,70.42,61.08,36.23
08/25/2018,139.67,52.55,128.65,80.25,130.9,70.43,68.54,61.88,35.15
08/26/2018,139.67,52.55,128.65,80.25,130.9,70.43,68.54,61.88,35.15
08/27/2018,139.67,52.71,127.85,80.06,131.46,70.97,66.66,62.68,34.06
08/28/2018,139.88,49.35,126.34,77.88,131.4,67.89,70.25,63.1,35.21
08/29/2018,137.59,50.18,130.62,80.51,130.6,68.59,70.8,65.56,37.61
08/30/2018,138.05,52.41,128.98,76.1,128.5,71.59,69.15,63.65,34.85
08/31/2018,141.43,49.89,130.28,79.32,131.2,67.93,68.25,63,36.48
09/01/2018,147.37,50.18,131.94,78.78,132.3,70.76,68.28,65,37.17
09/02/2018,147.37,50.18,131.94,78.78,132.3,70.76,68.28,65,37.17
09/03/2018,153.3,50.46,133.6,78.23,133.4,73.58,68.3,67,37.86
09/04/2018,155.32,50.84,134.39,77.19,131.81,72.19,69.79,65.4,36.86
09/05/2018,151.32,50.04,134.42,79.72,133.67,71.8,68.77,67.81,36.64
09/06/2018,152.27,49.61,135.04,79.08,134.29,75.85,67.04,68.57,35.38
09/07/2018,152.68,49.07,134.34,77.11,135.42,72.21,69.79,65.44,37.17
09/08/2018,152.11,50.53,133.87,78.29,133.34,73.5,67.99,65.21,37.34
09/09/2018,152.11,50.53,133.87,78.29,133.34,73.5,67.99,65.21,37.34
09/10/2018,151.54,51.98,133.4,79.47,131.26,74.78,66.19,64.97,37.51
09/11/2018,155.49,51.04,131.07,77.49,134.71,74.15,69.98,64.38,39.93
09/12/2018,155.31,51.28,134.42,76.88,134.65,72.23,68.4,68.89,39.84
09/13/2018,155.25,51.55,133.36,79.2,134.56,74.93,70.09,65.46,39.54
09/14/2018,151.02,51.99,133.46,78.05,134.3,74.26,70.97,67.26,36.48
09/15/2018,153.47,50.71,134.55,77.32,134.87,73.45,69.37,66.23,38.02
09/16/2018,153.47,50.71,134.55,77.32,134.87,73.45,69.37,66.23,38.02
09/17/2018,155.92,49.43,135.63,76.58,135.44,72.64,67.76,65.19,39.55
09/18/2018,153.59,52.71,133.97,78.91,135.16,73.12,67.22,66.19,35.44
09/19/2018,151.15,48.65,135.3,78.32,131.06,72.92,69.67,67.69,38.46
09/20/2018,154.89,52.28,133.25,79.47,133.69,75.99,68.63,65.92,35.89
09/21/2018,153.37,49.27,135.61,80.42,133.28,71.84,67.42,64.09,37.26
09/22/2018,154.23,50.84,133.36,78.62,132.78,73.88,69.01,65.16,38.19
09/23/2018,154.23,50.84,133.36,78.62,132.78,73.88,69.01,65.16,38.19
09/24/2018,155.08,52.4,131.1,76.81,132.27,75.92,70.59,66.22,39.12
09/25/2018,153.48,51.03,134.31,80.76,131.96,75.05,69.72,65.27,37.12
09/26/2018,152.44,49.42,135.19,79.77,133.11,72.53,70.3,64.62,38.74
09/27/2018,152.74,49.98,135.13,76.69,133.14,72.47,68.22,64.34,38.32
09/28/2018,154.75,49.73,134.63,76.92,132.32,73.43,66.02,64.25,39.02
09/29/2018,152.46,51.13,134.69,76.03,131.99,73.36,67.18,66.95,39.06
09/30/2018,152.46,51.13,134.69,76.03,131.99,73.36,67.18,66.95,39.06
10/01/2018,150.17,52.53,134.75,75.14,131.65,73.29,68.34,69.64,39.09
10/02/2018,150.7,54.19,134.33,77.17,130.06,74.44,68.51,71.38,38.47
10/03/2018,149.07,51.67,132.45,76.66,129.53,74.22,69.55,69.3,38.1
10/04/2018,150.41,51.79,132.71,76.39,131.28,74.45,70.23,69.25,41.54
10/05/2018,149.37,51.12,135.88,74.81,129.56,74.84,70.18,69.06,41.9
10/06/2018,148.9,51.72,136.2,74.79,130.25,74.28,69.85,69.62,40.53
10/07/2018,148.9,51.72,136.2,74.79,130.25,74.28,69.85,69.62,40.53
10/08/2018,148.43,52.31,136.52,74.77,130.93,73.71,69.52,70.18,39.15
10/09/2018,151.48,50.91,132.48,73.01,132.64,71.07,70.46,70.56,39.85
10/10/2018,149.85,53.07,135.5,76.44,131,75.24,69.72,67.13,37.01
10/11/2018,148.02,54.86,134.91,76.54,132.51,72.85,66.86,67.83,41.75
